Trade(buyOrderId=BUY-1763965650528-006499, sellOrderId=SELL-1763965655403-007276, tradeType=FOREX, price=2.47, quantity=411, timestamp=1766466004608)
Trade(buyOrderId=BUY-1763965650527-005572, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=5, timestamp=1766466027557)
Trade(buyOrderId=BUY-1763965650522-002108, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=8, timestamp=1766466027558)
Trade(buyOrderId=BUY-1763965650529-007081, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=1, timestamp=1766466027559)
Trade(buyOrderId=BUY-1763965650529-007081, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=1, timestamp=1766466027560)
Trade(buyOrderId=BUY-1763965650528-006627, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=2, timestamp=1766466027561)
Trade(buyOrderId=BUY-1763965650527-005444, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=6, timestamp=1766466027562)
Trade(buyOrderId=BUY-1763965650525-003909, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=1, timestamp=1766466027563)
Trade(buyOrderId=BUY-1763965650529-006713, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=8, timestamp=1766466027564)
Trade(buyOrderId=BUY-1763965650520-000674, sellOrderId=SELL-1763965655398-004272, tradeType=EQUITY, price=205.15, quantity=162, timestamp=1766466027565)
Trade(buyOrderId=BUY-1763965650522-002200, sellOrderId=SELL-1763965655398-004272, tradeType=EQUITY, price=205.15, quantity=10, timestamp=1766466027566)
Trade(buyOrderId=BUY-1763965650522-002200, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=10, timestamp=1766466027567)
Trade(buyOrderId=BUY-1763965650520-000914, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=73, timestamp=1766466027568)
Trade(buyOrderId=BUY-1763965650521-001100, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=19, timestamp=1766466027569)
Trade(buyOrderId=BUY-1763965650528-006510, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=90, timestamp=1766466027572)
Trade(buyOrderId=BUY-1763965650527-005750, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=61, timestamp=1766466027572)
Trade(buyOrderId=BUY-1763965650524-003676, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=35, timestamp=1766466027573)
Trade(buyOrderId=BUY-1763965650521-001437, sellOrderId=SELL-1763965655396-003491, tradeType=FOREX, price=7.25, quantity=393, timestamp=1766466027574)
Trade(buyOrderId=BUY-1763965650521-001557, sellOrderId=SELL-1763965655396-003491, tradeType=FOREX, price=7.25, quantity=348, timestamp=1766466027576)
Trade(buyOrderId=BUY-1763965650529-006713, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=1, timestamp=1766466027577)
Trade(buyOrderId=BUY-1763965650520-000879, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=7, timestamp=1766466027578)
Trade(buyOrderId=BUY-1763965650524-003359, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=7, timestamp=1766466027579)
Trade(buyOrderId=BUY-1763965650521-001557, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=458, timestamp=1766466027581)
Trade(buyOrderId=BUY-1763965650522-001754, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=41, timestamp=1766466027582)
Trade(buyOrderId=BUY-1763965650522-001988, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=103, timestamp=1766466027583)
Trade(buyOrderId=BUY-1763965650522-001988, sellOrderId=SELL-1763965655392-001184, tradeType=FOREX, price=7.98, quantity=583, timestamp=1766466027584)
Trade(buyOrderId=BUY-1763965650528-005995, sellOrderId=SELL-1763965655392-001184, tradeType=FOREX, price=7.98, quantity=76, timestamp=1766466027585)
Trade(buyOrderId=BUY-1763965650524-003359, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=3, timestamp=1766466027586)
Trade(buyOrderId=BUY-1763965650519-000541, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=9, timestamp=1766466027587)
Trade(buyOrderId=BUY-1763965650528-006001, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=2, timestamp=1766466027589)
Trade(buyOrderId=BUY-1763965650529-006869, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=6, timestamp=1766466027590)
Trade(buyOrderId=BUY-1763965650529-007137, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=4, timestamp=1766466027591)
Trade(buyOrderId=BUY-1763965650528-005961, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=4, timestamp=1766466027593)
Trade(buyOrderId=BUY-1763965650528-006377, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=1, timestamp=1766466027595)
Trade(buyOrderId=BUY-1763965650528-006377, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=4, timestamp=1766466027596)
Trade(buyOrderId=BUY-1763965650526-005069, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=8, timestamp=1766466027597)
Trade(buyOrderId=BUY-1763965650526-004635, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=9, timestamp=1766466027598)
Trade(buyOrderId=BUY-1763965650520-000883, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1766466027599)
Trade(buyOrderId=BUY-1763965650523-002640, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1766466027600)
Trade(buyOrderId=BUY-1763965650519-000576, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=10, timestamp=1766466027602)
Trade(buyOrderId=BUY-1763965650526-004932, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=6, timestamp=1766466027603)
Trade(buyOrderId=BUY-1763965650521-001565, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=4, timestamp=1766466027604)
Trade(buyOrderId=BUY-1763965650524-003574, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=7, timestamp=1766466027605)
Trade(buyOrderId=BUY-1763965650529-007214, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1766466027607)
Trade(buyOrderId=BUY-1763965650526-004402, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1766466027609)
Trade(buyOrderId=BUY-1763965650529-007298, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=3, timestamp=1766466027610)
Trade(buyOrderId=BUY-1763965650528-006088, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=10, timestamp=1766466027612)
Trade(buyOrderId=BUY-1763965650525-003918, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1766466027613)
Trade(buyOrderId=BUY-1763965650528-006236, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1766466027614)
Trade(buyOrderId=BUY-1763965650527-005719, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=9, timestamp=1766466027615)
Trade(buyOrderId=BUY-1763965650520-000778, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1766466027616)
Trade(buyOrderId=BUY-1763965650525-003887, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=6, timestamp=1766466027618)
Trade(buyOrderId=BUY-1763965650524-003676, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=113, timestamp=1766466027619)
Trade(buyOrderId=BUY-1763965650526-004660, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=152, timestamp=1766466027620)
Trade(buyOrderId=BUY-1763965650523-002878, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=200, timestamp=1766466027621)
Trade(buyOrderId=BUY-1763965650528-006030, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=11, timestamp=1766466027621)
Trade(buyOrderId=BUY-1763965650528-005995, sellOrderId=SELL-1763965655398-004185, tradeType=FOREX, price=3.83, quantity=77, timestamp=1766466027622)
Trade(buyOrderId=BUY-1763965650525-003887, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=4, timestamp=1766466027624)
Trade(buyOrderId=BUY-1763965650520-000895, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=9, timestamp=1766466027625)
Trade(buyOrderId=BUY-1763965650527-005540, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=1, timestamp=1766466027626)
Trade(buyOrderId=BUY-1763965650527-005540, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=8, timestamp=1766466027627)
Trade(buyOrderId=BUY-1763965650527-005767, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=3, timestamp=1766466027628)
Trade(buyOrderId=BUY-1763965650525-004201, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=1, timestamp=1766466027629)
Trade(buyOrderId=BUY-1763965650526-004536, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=2, timestamp=1766466027631)
Trade(buyOrderId=BUY-1763965650528-006388, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=2, timestamp=1766466027633)
Trade(buyOrderId=BUY-1763965650522-001996, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=1, timestamp=1766466027634)
Trade(buyOrderId=BUY-1763965650521-001057, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=10, timestamp=1766466027635)
Trade(buyOrderId=BUY-1763965650522-001655, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=5, timestamp=1766466027642)
Trade(buyOrderId=BUY-1763965650528-006030, sellOrderId=SELL-1763965655394-002305, tradeType=EQUITY, price=126.83, quantity=166, timestamp=1766466027645)
Trade(buyOrderId=BUY-1763965650526-004726, sellOrderId=SELL-1763965655394-002305, tradeType=EQUITY, price=126.83, quantity=118, timestamp=1766466027646)
Trade(buyOrderId=BUY-1763965650526-004726, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=80, timestamp=1766466027648)
Trade(buyOrderId=BUY-1763965650529-007360, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=43, timestamp=1766466027649)
Trade(buyOrderId=BUY-1763965650528-006198, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=53, timestamp=1766466027655)
Trade(buyOrderId=BUY-1763965650526-004905, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=29, timestamp=1766466027658)
Trade(buyOrderId=BUY-1763965650522-001715, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=169, timestamp=1766466027659)
Trade(buyOrderId=BUY-1763965650522-001715, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=7, timestamp=1766466027660)
Trade(buyOrderId=BUY-1763965650523-002687, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=45, timestamp=1766466027662)
Trade(buyOrderId=BUY-1763965650520-000757, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=27, timestamp=1766466027664)
Trade(buyOrderId=BUY-1763965650522-001655, sellOrderId=SELL-1763965655395-002488, tradeType=CRYPTO, price=3745.04, quantity=3, timestamp=1766466027665)
Trade(buyOrderId=BUY-1763965650523-002894, sellOrderId=SELL-1763965655395-002488, tradeType=CRYPTO, price=3745.04, quantity=6, timestamp=1766466027666)
Trade(buyOrderId=BUY-1763965650520-000757, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=157, timestamp=1766466027667)
Trade(buyOrderId=BUY-1763965650525-004205, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=24, timestamp=1766466027669)
Trade(buyOrderId=BUY-1763965650524-003146, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=47, timestamp=1766466027670)
Trade(buyOrderId=BUY-1763965650523-002894, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1766466027670)
Trade(buyOrderId=BUY-1763965650529-007067, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1766466027671)
Trade(buyOrderId=BUY-1763965650527-005329, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1766466027673)
Trade(buyOrderId=BUY-1763965650528-006618, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1766466027674)
Trade(buyOrderId=BUY-1763965650526-004545, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1766466027675)
Trade(buyOrderId=BUY-1763965650521-001215, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=10, timestamp=1766466027676)
Trade(buyOrderId=BUY-1763965650521-001562, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=1, timestamp=1766466027678)
Trade(buyOrderId=BUY-1763965650529-006918, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1766466027680)
Trade(buyOrderId=BUY-1763965650528-006577, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=4, timestamp=1766466027682)
Trade(buyOrderId=BUY-1763965650524-003541, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=3, timestamp=1766466027691)
Trade(buyOrderId=BUY-1763965650525-003727, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1766466027695)
Trade(buyOrderId=BUY-1763965650525-004141, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=9, timestamp=1766466027698)
Trade(buyOrderId=BUY-1763965650527-005418, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=6, timestamp=1766466027700)
Trade(buyOrderId=BUY-1763965650525-004011, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=10, timestamp=1766466027701)
